date,station_number,month,mean_temp,mean_dew_point,mean_sealevel_pressure,mean_visibility,mean_wind_speed,max_sustained_wind_speed,max_temperature,total_precipitation,snow,max_temperature_explicit_enc,day_of_year,day_of_week
2005-01-01,725326,1,29.399999618530277,20.100000381469727,,10.0,9.699999809265137,18.100000381469727,21.200000762939453,0.0,0,0.0,1,5
2005-01-01,725320,1,35.29999923706055,26.700000762939453,1026.0999755859375,7.599999904632568,9.300000190734863,14.0,30.0,0.3799999952316284,1,0.0,1,5
2005-01-01,725300,1,32.099998474121094,21.200000762939453,1027.800048828125,9.899999618530272,8.699999809265137,14.0,24.799999237060547,0.0,0,1.0,1,5
2005-01-01,725330,1,38.400001525878906,32.599998474121094,1027.800048828125,9.199999809265137,7.900000095367432,15.899999618530272,30.0,0.0799999982118606,1,0.0,1,5
2005-01-01,725317,1,48.59999847412109,46.0,1025.4000244140625,4.800000190734863,7.0,13.0,41.0,0.0299999993294477,1,0.0,1,5
2005-01-01,725327,1,34.20000076293945,27.399999618530277,1028.199951171875,9.800000190734863,7.599999904632568,14.0,28.0,0.0,1,0.0,1,5
2005-01-01,725316,1,40.29999923706055,35.79999923706055,1025.5999755859375,7.0,9.0,13.0,35.599998474121094,0.0099999997764825,1,1.0,1,5
2005-01-01,725305,1,30.899999618530277,21.799999237060547,1028.699951171875,10.0,8.600000381469727,14.0,21.0,0.0,0,0.0,1,5
2005-01-01,725314,1,53.79999923706055,52.400001525878906,1023.7999877929688,4.300000190734863,4.099999904632568,9.899999618530272,48.0,0.3600000143051147,0,0.0,1,5
2005-01-01,725315,1,39.0,34.29999923706055,1026.0,6.5,10.600000381469728,15.899999618530272,33.79999923706055,0.0299999993294477,1,1.0,1,5
2005-01-02,725326,1,38.70000076293945,35.20000076293945,,6.900000095367432,8.0,16.899999618530273,32.0,0.4399999976158142,0,0.0,2,6
2005-01-02,725330,1,43.0,42.20000076293945,1025.9000244140625,2.299999952316284,8.699999809265137,15.899999618530272,19.899999618530277,0.2300000041723251,1,0.0,2,6
2005-01-02,725305,1,42.20000076293945,40.20000076293945,1022.9000244140624,6.300000190734863,9.300000190734863,14.0,35.599998474121094,0.4199999868869781,1,1.0,2,6
2005-01-02,725316,1,53.59999847412109,52.59999847412109,1023.2999877929688,5.300000190734863,9.699999809265137,14.0,44.09999847412109,0.0,1,0.0,2,6
2005-01-02,725320,1,45.5,44.79999923706055,1022.9000244140624,3.5999999046325684,7.800000190734863,15.0,30.200000762939453,0.3799999952316284,1,0.0,2,6
2005-01-02,725317,1,56.400001525878906,55.20000076293945,1023.5,5.699999809265137,8.0,14.0,53.59999847412109,0.1700000017881393,1,1.0,2,6
2005-01-02,725314,1,60.79999923706055,57.59999847412109,1023.0999755859376,8.899999618530273,4.800000190734863,8.0,55.400001525878906,0.4000000059604645,0,1.0,2,6
2005-01-02,725327,1,43.59999847412109,43.29999923706055,1023.9000244140624,3.400000095367432,8.699999809265137,13.0,33.79999923706055,0.4199999868869781,1,1.0,2,6
2005-01-02,725300,1,42.79999923706055,40.09999847412109,1023.0,6.099999904632568,9.399999618530272,14.0,25.200000762939453,0.25,1,0.0,2,6
2005-01-02,725315,1,51.900001525878906,51.09999847412109,1023.7000122070312,2.5999999046325684,9.5,15.0,42.79999923706055,0.0199999995529651,1,1.0,2,6
2005-01-03,725326,1,31.799999237060547,28.200000762939453,,7.300000190734863,5.5,12.0,28.399999618530277,0.1099999994039535,0,1.0,3,0
2005-01-03,725320,1,35.70000076293945,34.70000076293945,1024.5,4.800000190734863,8.199999809265137,16.899999618530273,35.099998474121094,1.0800000429153442,1,1.0,3,0
2005-01-03,725305,1,33.900001525878906,31.200000762939453,1025.5999755859375,7.199999809265137,7.699999809265137,15.0,30.899999618530277,0.0900000035762786,0,0.0,3,0
2005-01-03,725316,1,40.29999923706055,39.400001525878906,1022.7000122070312,4.900000095367432,8.699999809265137,14.0,37.400001525878906,0.5400000214576721,0,1.0,3,0
2005-01-03,725315,1,40.29999923706055,39.400001525878906,1022.2999877929688,4.5,9.800000190734863,19.0,37.400001525878906,0.4699999988079071,0,1.0,3,0
2005-01-03,725330,1,41.59999847412109,40.29999923706055,1023.5999755859376,4.199999809265137,7.300000190734863,16.899999618530273,34.0,0.3899999856948852,1,0.0,3,0
2005-01-03,725300,1,34.599998474121094,31.600000381469727,1026.0,6.300000190734863,7.800000190734863,14.0,33.099998474121094,0.0900000035762786,1,1.0,3,0
2005-01-03,725327,1,36.0,35.5,1025.4000244140625,6.800000190734863,7.599999904632568,13.0,35.099998474121094,0.2399999946355819,1,0.0,3,0
2005-01-03,725314,1,49.0,48.09999847412109,1022.2000122070312,4.800000190734863,4.599999904632568,15.899999618530272,42.79999923706055,1.9700000286102293,0,1.0,3,0
2005-01-03,725317,1,47.79999923706055,47.5,1021.9000244140624,3.900000095367432,5.400000095367432,14.0,42.09999847412109,0.7799999713897705,1,0.0,3,0
2005-01-04,725317,1,39.400001525878906,38.5,1023.5,4.0,7.400000095367432,14.0,37.400001525878906,0.959999978542328,1,1.0,4,1
2005-01-04,725327,1,36.20000076293945,34.70000076293945,1025.699951171875,7.599999904632568,6.300000190734863,8.899999618530273,35.599998474121094,0.6299999952316284,0,1.0,4,1
2005-01-04,725300,1,32.29999923706055,29.399999618530277,1026.5,7.699999809265137,9.300000190734863,12.0,30.0,0.3400000035762787,1,0.0,4,1
2005-01-04,725326,1,28.799999237060547,25.799999237060547,,6.300000190734863,6.099999904632568,11.100000381469728,28.399999618530277,0.2399999946355819,0,0.0,4,1
2005-01-04,725314,1,40.79999923706055,39.20000076293945,1024.4000244140625,4.699999809265137,5.699999809265137,8.0,39.0,0.3100000023841858,0,0.0,4,1
2005-01-04,725305,1,32.70000076293945,29.200000762939453,1026.4000244140625,6.900000095367432,9.100000381469728,13.0,30.200000762939453,0.2000000029802322,1,1.0,4,1
2005-01-04,725316,1,37.59999847412109,36.900001525878906,1024.4000244140625,4.0,8.0,12.0,35.599998474121094,0.7799999713897705,1,1.0,4,1
2005-01-04,725315,1,37.400001525878906,36.400001525878906,1024.5,2.799999952316284,8.100000381469727,12.0,37.0,0.6399999856948853,1,0.0,4,1
2005-01-04,725320,1,33.599998474121094,32.599998474121094,1025.800048828125,4.0,6.199999809265137,8.899999618530273,32.0,0.0,1,0.0,4,1
2005-01-04,725330,1,37.29999923706055,35.70000076293945,1024.699951171875,6.400000095367432,8.800000190734863,14.0,35.599998474121094,0.6499999761581421,1,1.0,4,1
2005-01-05,725316,1,34.900001525878906,33.79999923706055,1017.2000122070312,7.300000190734863,15.300000190734863,23.899999618530277,32.0,0.7599999904632568,1,0.0,5,2
2005-01-05,725315,1,35.099998474121094,33.29999923706055,1017.2999877929688,5.400000095367432,14.699999809265137,22.0,32.0,0.7699999809265137,1,1.0,5,2
2005-01-05,725317,1,38.400001525878906,37.59999847412109,1017.5,6.400000095367432,11.899999618530272,20.0,35.599998474121094,1.2799999713897705,0,1.0,5,2
2005-01-05,725320,1,31.899999618530277,30.600000381469727,1019.9000244140624,4.599999904632568,12.800000190734863,24.100000381469727,28.399999618530277,0.3300000131130218,1,1.0,5,2
2005-01-05,725300,1,29.700000762939453,26.899999618530277,1023.7999877929688,2.0,15.399999618530272,20.0,26.600000381469727,0.1599999964237213,1,1.0,5,2
2005-01-05,725314,1,39.09999847412109,38.09999847412109,1015.9000244140624,4.900000095367432,8.800000190734863,12.0,35.599998474121094,2.140000104904175,0,1.0,5,2
2005-01-05,725327,1,29.600000381469727,27.299999237060547,1022.0999755859376,4.300000190734863,10.800000190734863,15.899999618530272,24.799999237060547,0.1599999964237213,1,1.0,5,2
2005-01-05,725330,1,31.700000762939453,29.600000381469727,1021.0999755859376,4.699999809265137,14.0,20.0,26.600000381469727,0.4199999868869781,1,1.0,5,2
2005-01-05,725305,1,29.799999237060547,27.0,1023.7000122070312,3.0999999046325684,15.800000190734863,22.0,26.600000381469727,0.0799999982118606,1,1.0,5,2
2005-01-05,725326,1,24.700000762939453,20.799999237060547,,4.800000190734863,11.100000381469728,16.899999618530273,21.200000762939453,0.0099999997764825,0,0.0,5,2
2005-01-06,725327,1,24.100000381469727,20.899999618530277,1013.7000122070312,7.0,10.199999809265137,15.899999618530272,21.0,0.0,1,0.0,6,3
2005-01-06,725300,1,25.899999618530277,22.5,1012.7000122070312,4.199999809265137,10.800000190734863,18.100000381469727,19.0,0.5,1,0.0,6,3
2005-01-06,725305,1,25.299999237060547,22.100000381469727,1013.2000122070312,4.5,10.0,15.899999618530272,15.800000190734863,0.1700000017881393,1,1.0,6,3
